building_id,mean_temp,std_temp,pct_above_18,pct_below_15
10000,14.016629,6.3676376,30.966330331633575,55.47538967849264
10009,11.010177,5.8092756,16.696401648406876,74.93466680068349
10014,14.759923,7.028277,38.29523014596609,52.749333279045615
10019,14.752022,7.020478,38.19086275826289,52.886542354604735
10029,10.622462,6.3124595,18.25563221896085,74.51301795448481
10031,12.518621,6.276132,24.080075420557996,66.33473764841057
10051,13.290546,5.9989986,25.97693550756574,62.84890553841633
10053,11.374342,6.258987,19.957686882933707,72.38848730606487
10056,14.221537,6.1794014,31.770664359612127,57.05454021123968
10064,12.729437,6.9641,28.852643966582054,62.676159075657225
10075,15.176896,6.4433107,39.29644024379472,47.279392279833935
10079,15.105655,7.3102775,41.939698978851084,49.388762522383004
10080,15.788543,7.27666,46.41866935760402,44.66988664752966
10082,16.481625,6.706109,48.72220378360438,40.47223934379593
10083,15.642263,7.1206527,44.870436948965434,45.874420061760624
10084,15.103369,7.1499195,40.92004216232495,50.25146815238669
10085,15.871941,7.1915836,46.19291488551234,44.711558809836205
10086,14.401184,7.2126093,37.29047849202513,52.98695021749638
10087,15.087486,7.268079,41.57937753060209,49.84452356571815
10089,14.004985,7.268824,35.506842060467356,56.308218983762515
10090,14.292318,6.6198907,36.6682123811732,51.18710874101553
10093,14.107616,6.5638537,33.415299954503105,56.39014667331066
10094,14.206922,6.7567296,35.40305368576588,54.87878290373776
10097,14.357939,6.8642063,37.84189568509694,51.274561002676414
10117,15.467953,6.682561,44.13410625109789,44.460337775101
10119,14.089641,6.751782,35.08520585130448,54.69260543909918
10120,15.282522,8.031757,46.168775716171105,47.71627461636002
10124,13.8691435,7.0316567,34.57151056426444,56.046202963016114
10126,13.400826,6.635984,29.673490998941055,61.073067419696436
10128,17.429382,6.706549,56.04351758259297,34.869926052029584
10136,15.429721,7.2731524,44.34140409503001,46.86940789148467
10144,12.118497,6.126198,21.841893859516993,68.8482201134709
10145,10.6628275,5.891453,16.59074372844896,75.26177596406313
10150,14.964101,7.4940248,41.2050516477199,50.724180776292116
10161,13.45146,7.0294,31.821653456440195,59.45789982857822
10165,13.055475,6.7320313,29.071604938271605,62.0477366255144
10167,13.234451,6.813345,30.197673255775193,60.84369478982633
10168,13.195143,6.8997874,30.327255804676984,60.48332142204198
10174,16.60876,6.955902,49.54587088609365,41.21352808328847
10176,16.682192,6.842473,49.899852560714386,40.574317745569864
10177,16.647978,6.775411,49.22558967631389,40.82086155658483
10180,16.511683,6.8539705,48.286109321137886,42.001113606646605
10182,16.740583,6.32039,50.90032760611846,37.492045534893585
10198,14.439379,7.3449755,38.674738652904594,53.18115654360196
10199,17.254808,6.977964,53.965700972313236,37.617071411078676
10200,12.835237,7.2551374,30.704436430784053,61.62029076652371
10201,15.960729,7.27116,47.10640378034871,44.60746292977025
10202,13.554636,7.495447,34.06697549887004,58.62178658766924
10203,16.816256,6.6134377,51.281795974722534,38.8368912962668
10204,14.773458,7.0633063,39.064078031148675,51.703609206399825
10205,11.460658,6.661874,23.204572590987485,69.34948923185779
10206,10.135179,6.3585896,17.561838635377374,76.29936241946791
10207,11.398356,6.609703,22.66790323827189,69.79121813343933
10208,9.50831,5.540494,11.98892866813081,82.24374981196787
1021,16.767948,6.3715262,48.87055947488474,39.484701783428456
10215,15.469592,7.148993,44.25972525885896,46.58636194876449
10219,14.15942,7.299819,37.30760536752769,54.16640979799848
1022,17.7851,6.2164807,57.61925528657456,31.784398689838827
1023,18.989779,5.8436327,65.29266204378875,25.026579979865076
1024,18.306076,5.9301066,60.60580712320619,28.845081418692843
10243,16.614714,6.204466,49.0093146358226,38.12274262652258
10244,15.573407,6.621971,44.1185238180409,43.49698920884755
10245,16.66007,6.213568,49.222021870637505,37.885353652861795
10247,15.6107435,6.6199956,44.65835426474348,43.10617113119858
10249,16.127062,6.232769,46.03220047829162,40.42574690962983
1025,17.539484,6.3295813,56.10167124435548,33.80196452679112
10251,12.193262,7.5917845,29.21943923818178,65.12371973268208
10252,12.014854,7.601902,27.505075951270868,67.0063167393593
10255,11.944489,7.217671,25.821904506487382,67.93393321187796
10257,15.261123,7.2833953,40.80918164236204,51.13147084150938
10259,12.667379,7.6210175,30.479045973506793,63.81830809364095
1026,18.559767,5.7104454,62.04045488441462,26.71047725577927
10260,13.682801,7.2101746,33.742477507001134,58.04938670934023
10262,14.737464,7.4458437,39.184989446743444,53.038839307972275
10263,16.762695,7.069356,49.47793985387455,41.67744477468758
10265,15.094798,7.165728,40.848374016061065,50.50488987834937
10267,16.27808,7.47309,49.05448856146749,43.07589962179543
10268,16.94738,6.9744744,51.43764773565792,39.66131795840264
10269,18.618603,6.782353,61.97382724883379,30.331218780531437
1027,14.684512,6.6518626,35.71648844400364,52.54415282419716
10276,13.22604,6.9673247,30.53006749071055,61.66137646383343
10277,13.562211,7.038927,32.62348206972686,59.366356848640244
10279,13.9498205,7.0071387,36.28321350422007,54.89736375950818
10281,13.039591,6.8731422,31.37916666666667,59.961458333333326
10282,14.266263,6.7888265,37.71750078143993,51.44653214322926
10285,13.988108,7.0375786,35.44462053178377,56.55044902271526
10288,14.551271,6.819221,36.3726044694648,53.612532389808884
10291,12.239782,6.7313786,25.204607281356715,66.19204723042195
10292,11.195959,6.440873,20.106946920067596,72.52945670038659
10303,17.639671,6.578671,55.70372067148794,34.47756798324553
10306,14.290782,7.349565,37.14386938679106,55.498804286853066
1031,12.159355,6.847115,25.786200887198984,66.42110266159695
10311,16.362324,6.579782,48.243310383987506,40.93619135495777
10312,16.443535,6.451521,47.69155790124338,41.18108551458526
10315,16.72598,6.394377,49.85597727790356,38.9772377111775
10316,15.988607,6.6005335,45.11483244268118,43.4584142279247
10318,17.514791,6.317443,56.85635999578459,32.00021077036569
